"","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","group"
"1","Beitbridge",2017,"10",0.137862611010213,0.177715800874414,0.0898221496040771,"A"
"2","Beitbridge",2017,"11",0.177933980412613,0.257239271115182,0.097134166822747,"B"
"3","Beitbridge",2017,"12",0.147466378891247,0.212636326563063,0.0958046578331974,"C"
"4","Beitbridge",2018,"01",0.118464733090436,0.176367310917832,0.0882966273877037,"D"
"5","Beitbridge",2018,"02",0.367809589133663,0.643696025012465,0.191580719581084,"E"
"6","Beitbridge",2018,"03",0.310167389608173,0.576570855267909,0.186511096605839,"F"
"7","Beitbridge",2018,"04",0.203014932169227,0.25849093456116,0.141799163974559,"G"
"8","Beitbridge",2018,"05",0.162350431767496,0.223016051837942,0.104735686627833,"H"
"9","Bikita",2017,"10",0.135487822181421,0.276323173755595,0.0960733297480836,"A"
"10","Bikita",2017,"11",0.312374758734451,0.449572690540892,0.179260987822648,"B"
"11","Bikita",2017,"12",0.293426855130875,0.559564848703983,0.155770903408837,"C"
"12","Bikita",2018,"01",0.281367640460254,0.435569235720665,0.146287169190076,"D"
"13","Bikita",2018,"02",0.738245125966296,0.949351209774264,0.495193995492002,"E"
"14","Bikita",2018,"03",0.64774191852866,0.929705223540312,0.450620301702058,"F"
"15","Bikita",2018,"04",0.399246247755154,0.526633410618677,0.241732060117243,"G"
"16","Bikita",2018,"05",0.196858602810198,0.230108187480046,0.157923765865986,"H"
"17","Bindura",2017,"10",0.103299030783799,0.119434840696135,0.0977637278055692,"A"
"18","Bindura",2017,"11",0.383526126149615,0.691110086570077,0.102374459081028,"B"
"19","Bindura",2017,"12",0.675261167899081,0.984664171626087,0.492195253508215,"C"
"20","Bindura",2018,"01",0.600138581481577,0.847513932195354,0.389570507564362,"D"
"21","Bindura",2018,"02",0.947229511027977,0.997352710873425,0.736469273618329,"E"
"22","Bindura",2018,"03",0.891107623201842,0.999229564189503,0.753978209469542,"F"
"23","Bindura",2018,"04",0.584946745756446,0.760975674026383,0.380707891756334,"G"
"24","Bindura",2018,"05",0.26466621862401,0.366180695048222,0.193509386818578,"H"
"25","Binga",2017,"10",0.10525969296288,0.134235539329643,0.0919020918908054,"A"
"26","Binga",2017,"11",0.211395313251167,0.334838374004871,0.101336204422035,"B"
"27","Binga",2017,"12",0.447745728299763,0.696968210995328,0.274210909775447,"C"
"28","Binga",2018,"01",0.390715489623128,0.595534804120973,0.245649407311075,"D"
"29","Binga",2018,"02",0.909879942950683,0.998079606572305,0.590041427828058,"E"
"30","Binga",2018,"03",0.837993440316066,0.997938271191019,0.658472162380103,"F"
"31","Binga",2018,"04",0.500683610472801,0.681439859694497,0.282243020784751,"G"
"32","Binga",2018,"05",0.175347821988206,0.247880194029195,0.135978226438317,"H"
"33","Bubi",2017,"10",0.134580239802034,0.208052733053031,0.0945554451207469,"A"
"34","Bubi",2017,"11",0.285863579514049,0.4130823592825,0.120886731388111,"B"
"35","Bubi",2017,"12",0.248769774755804,0.395258969473141,0.158992648109951,"C"
"36","Bubi",2018,"01",0.176031123115935,0.288048547894541,0.103682539090714,"D"
"37","Bubi",2018,"02",0.672858108178558,0.961494124119272,0.41083796544551,"E"
"38","Bubi",2018,"03",0.500840647427703,0.928527475639425,0.27090366707589,"F"
"39","Bubi",2018,"04",0.254600489570128,0.378782304187055,0.131654698795635,"G"
"40","Bubi",2018,"05",0.109525135483682,0.117996678243119,0.104482261190084,"H"
"41","Buhera",2017,"10",0.11367164947714,0.173661561287233,0.0949542671176274,"A"
"42","Buhera",2017,"11",0.41361358701775,0.63661281592394,0.116928405831601,"B"
"43","Buhera",2017,"12",0.416910412471758,0.601073335780003,0.268981779662287,"C"
"44","Buhera",2018,"01",0.317404832713708,0.456544336595356,0.174184561802839,"D"
"45","Buhera",2018,"02",0.865156862547014,0.996152043874619,0.606599328503863,"E"
"46","Buhera",2018,"03",0.693761192932575,0.984709630280293,0.461357918276569,"F"
"47","Buhera",2018,"04",0.451426565994638,0.572082375601126,0.272123729313428,"G"
"48","Buhera",2018,"05",0.175487826425084,0.238215274092388,0.138880270884092,"H"
"49","Bulawayo",2017,"10",0.103946278755787,0.123562946676149,0.0916289501256584,"A"
"50","Bulawayo",2017,"11",0.257138113239302,0.461469292331299,0.0978665515441313,"B"
"51","Bulawayo",2017,"12",0.243542563526287,0.305449892759894,0.165696505609625,"C"
"52","Bulawayo",2018,"01",0.151918733384891,0.229201361539955,0.107534785450611,"D"
"53","Bulawayo",2018,"02",0.603163254633273,0.988700513057686,0.278190051698356,"E"
"54","Bulawayo",2018,"03",0.637957953607686,0.925420909019305,0.467861521098875,"F"
"55","Bulawayo",2018,"04",0.365826157006431,0.518365199271018,0.205769530133255,"G"
"56","Bulawayo",2018,"05",0.139138611840596,0.184316325362308,0.114258589854817,"H"
"57","Bulilima (North)",2017,"10",0.138768227603706,0.208458483564996,0.103584309017691,"A"
"58","Bulilima (North)",2017,"11",0.244490835039877,0.369776917361952,0.11521705975331,"B"
"59","Bulilima (North)",2017,"12",0.178152806757774,0.252005821389861,0.121110971660306,"C"
"60","Bulilima (North)",2018,"01",0.131964528319482,0.205124433099491,0.0962804972582054,"D"
"61","Bulilima (North)",2018,"02",0.600774700791909,0.923752801313251,0.331394322567524,"E"
"62","Bulilima (North)",2018,"03",0.468437973553942,0.883092558116102,0.239871724572562,"F"
"63","Bulilima (North)",2018,"04",0.20033364778709,0.32520961489277,0.111709394814061,"G"
"64","Bulilima (North)",2018,"05",0.110814265002612,0.122889709585406,0.102331653928835,"H"
"65","Centenary",2017,"10",0.0919925136681369,0.0962403431759938,0.0891455456884765,"A"
"66","Centenary",2017,"11",0.219726054609578,0.404952279408963,0.0925043949450314,"B"
"67","Centenary",2017,"12",0.480059443419081,0.77980234870101,0.259112738347391,"C"
"68","Centenary",2018,"01",0.488079372479135,0.662844915006708,0.345954924602238,"D"
"69","Centenary",2018,"02",0.86551503138973,0.989209683085337,0.480189530794448,"E"
"70","Centenary",2018,"03",0.875788754699107,0.995364370773744,0.696791983106851,"F"
"71","Centenary",2018,"04",0.468843622865448,0.664034720921696,0.290396409963349,"G"
"72","Centenary",2018,"05",0.203640151371271,0.259876727009786,0.151795125759322,"H"
"73","Chegutu",2017,"10",0.103024545368631,0.143534739650342,0.0893972560878516,"A"
"74","Chegutu",2017,"11",0.378287339201468,0.586180134568211,0.115143075106573,"B"
"75","Chegutu",2017,"12",0.453953657288112,0.70916243516707,0.308214357152051,"C"
"76","Chegutu",2018,"01",0.300027131877292,0.556010119610931,0.146083545354078,"D"
"77","Chegutu",2018,"02",0.916122090210706,0.998666533190784,0.595071977994099,"E"
"78","Chegutu",2018,"03",0.813485496288561,0.997021791296722,0.648645532142325,"F"
"79","Chegutu",2018,"04",0.544561588293359,0.661564377690724,0.360512625019847,"G"
"80","Chegutu",2018,"05",0.241725754352197,0.321092795595632,0.194102386991737,"H"
"81","Chikomba",2017,"10",0.117439803809297,0.215516095840299,0.0949594066323769,"A"
"82","Chikomba",2017,"11",0.462189019398142,0.707905942183049,0.138536014308361,"B"
"83","Chikomba",2017,"12",0.475948271396946,0.715505749676558,0.322571758091565,"C"
"84","Chikomba",2018,"01",0.356732205384957,0.553156793482185,0.182531194653995,"D"
"85","Chikomba",2018,"02",0.893203943241873,0.997847134622699,0.713560076610898,"E"
"86","Chikomba",2018,"03",0.822213187062332,0.993960473080769,0.633644406125408,"F"
"87","Chikomba",2018,"04",0.660553657623579,0.786511227870663,0.431748698493521,"G"
"88","Chikomba",2018,"05",0.279263700864284,0.378330475192924,0.209931648994906,"H"
"89","Chimanimani",2017,"10",0.152929779951276,0.287821414624597,0.109716417990198,"A"
"90","Chimanimani",2017,"11",0.46333157326807,0.678096447270421,0.234398777550121,"B"
"91","Chimanimani",2017,"12",0.641292898061836,0.725384593596475,0.583385501643539,"C"
"92","Chimanimani",2018,"01",0.626756153857896,0.672420567159923,0.553886726967578,"D"
"93","Chimanimani",2018,"02",0.900407047425649,0.997466126246756,0.765861337909757,"E"
"94","Chimanimani",2018,"03",0.858652866734471,0.986221118089742,0.753943003507233,"F"
"95","Chimanimani",2018,"04",0.723140349722418,0.778771041929565,0.596308751470569,"G"
"96","Chimanimani",2018,"05",0.516068254107717,0.569560052491717,0.476157709800257,"H"
"97","Chipinge",2017,"10",0.173203882164091,0.417942988703015,0.100782592111105,"A"
"98","Chipinge",2017,"11",0.392396145560925,0.455723716812082,0.303650020641547,"B"
"99","Chipinge",2017,"12",0.491752472744538,0.688919558127896,0.386552271013994,"C"
"100","Chipinge",2018,"01",0.558956291868351,0.671323787298831,0.44242227676334,"D"
"101","Chipinge",2018,"02",0.894458248506654,0.994316323736598,0.764776680588984,"E"
"102","Chipinge",2018,"03",0.843659643659592,0.987786868511452,0.700920301793172,"F"
"103","Chipinge",2018,"04",0.667824666307549,0.77913720915239,0.496452185996548,"G"
"104","Chipinge",2018,"05",0.446181662915911,0.502658405293475,0.373627137223836,"H"
"105","Chiredzi",2017,"10",0.134733106866006,0.244003662426606,0.0991368783124195,"A"
"106","Chiredzi",2017,"11",0.220668276680009,0.292699794941783,0.156656071329072,"B"
"107","Chiredzi",2017,"12",0.215377266058057,0.397457637080291,0.131492724148122,"C"
"108","Chiredzi",2018,"01",0.19557744004558,0.279597565231029,0.130128443103754,"D"
"109","Chiredzi",2018,"02",0.605640093666703,0.86771356359973,0.378044608756702,"E"
"110","Chiredzi",2018,"03",0.524039167729904,0.809683664585907,0.359570851562395,"F"
"111","Chiredzi",2018,"04",0.337061531722041,0.421475240618151,0.224243021325671,"G"
"112","Chiredzi",2018,"05",0.232910046817055,0.297561676513636,0.164485502801915,"H"
"113","Chirumhanzu",2017,"10",0.119861420902128,0.222981910943036,0.0939446346096026,"A"
"114","Chirumhanzu",2017,"11",0.419376723910637,0.60314560004852,0.153586976212844,"B"
"115","Chirumhanzu",2017,"12",0.319740312518898,0.485641527048899,0.179572118721472,"C"
"116","Chirumhanzu",2018,"01",0.209749540176929,0.380458712000952,0.107673498177716,"D"
"117","Chirumhanzu",2018,"02",0.778720701973843,0.995388575707573,0.506736546931619,"E"
"118","Chirumhanzu",2018,"03",0.73213349212773,0.987204847363682,0.527773216787498,"F"
"119","Chirumhanzu",2018,"04",0.523304836892974,0.664039952825594,0.315491394905379,"G"
"120","Chirumhanzu",2018,"05",0.201192157414441,0.276329963266827,0.150757683092603,"H"
"121","Chivi",2017,"10",0.150814364989483,0.296370189048722,0.104649340202686,"A"
"122","Chivi",2017,"11",0.299791234762922,0.453054284325965,0.186818111506112,"B"
"123","Chivi",2017,"12",0.277141386266983,0.388957978096315,0.191414953977174,"C"
"124","Chivi",2018,"01",0.220469324423608,0.314550493994449,0.132391111534307,"D"
"125","Chivi",2018,"02",0.767689012168091,0.983809913561982,0.526171882188502,"E"
"126","Chivi",2018,"03",0.661284322779567,0.944510652289294,0.469744051422197,"F"
"127","Chivi",2018,"04",0.470069808804742,0.593545389769074,0.303256470489599,"G"
"128","Chivi",2018,"05",0.247203477591723,0.289679543737484,0.20014808735004,"H"
"129","Gokwe North",2017,"10",0.113424948578293,0.20177757065036,0.0871074597942582,"A"
"130","Gokwe North",2017,"11",0.248329026399941,0.441542204203042,0.115087836643079,"B"
"131","Gokwe North",2017,"12",0.602044090880193,0.847904220505785,0.419003277383615,"C"
"132","Gokwe North",2018,"01",0.428969160178327,0.675481356133324,0.26583209454631,"D"
"133","Gokwe North",2018,"02",0.953571596102974,0.997394289986408,0.733646949537923,"E"
"134","Gokwe North",2018,"03",0.769619832060567,0.998422103299763,0.517942758456443,"F"
"135","Gokwe North",2018,"04",0.414565829780922,0.562502117854663,0.225137207279557,"G"
"136","Gokwe North",2018,"05",0.133462982580774,0.193179171743974,0.108504594098704,"H"
"137","Gokwe South",2017,"10",0.120776663370719,0.185792697253215,0.0976350327509972,"A"
"138","Gokwe South",2017,"11",0.310094584081038,0.430431148762084,0.12364300167928,"B"
"139","Gokwe South",2017,"12",0.443440373683323,0.762651961549962,0.303316278153992,"C"
"140","Gokwe South",2018,"01",0.32525790274943,0.563480508122363,0.180320304072647,"D"
"141","Gokwe South",2018,"02",0.912411225326496,0.998560209606668,0.673483150298534,"E"
"142","Gokwe South",2018,"03",0.706674297729148,0.999068811300842,0.44528211783375,"F"
"143","Gokwe South",2018,"04",0.35799582571001,0.529115621950459,0.183329273790502,"G"
"144","Gokwe South",2018,"05",0.134999753741584,0.163296092843784,0.123585347371407,"H"
"145","Goromonzi",2017,"10",0.100205438796685,0.106889663242577,0.0941505794547127,"A"
"146","Goromonzi",2017,"11",0.545676267954791,0.913799647395449,0.101863685737089,"B"
"147","Goromonzi",2017,"12",0.775312828873984,0.982043155113574,0.64718716616159,"C"
"148","Goromonzi",2018,"01",0.511096400466319,0.819770851339968,0.298030315263242,"D"
"149","Goromonzi",2018,"02",0.960252981661704,0.99860616461883,0.749354624570604,"E"
"150","Goromonzi",2018,"03",0.891139549468788,0.999522779919977,0.747253487202947,"F"
"151","Goromonzi",2018,"04",0.666294420594098,0.810921386103542,0.455819763960086,"G"
"152","Goromonzi",2018,"05",0.346571091063554,0.40734646722333,0.277961590453708,"H"
"153","Guruve",2017,"10",0.0902994295635152,0.0975848686114099,0.0874899633989164,"A"
"154","Guruve",2017,"11",0.206059623217994,0.348335184653025,0.0896884684158023,"B"
"155","Guruve",2017,"12",0.441938396907528,0.758829491134804,0.212087100314514,"C"
"156","Guruve",2018,"01",0.528885761889132,0.675940516802764,0.395349208108501,"D"
"157","Guruve",2018,"02",0.89741145516647,0.994486763956805,0.545890589559782,"E"
"158","Guruve",2018,"03",0.905775975254718,0.996897512372553,0.783529882386864,"F"
"159","Guruve",2018,"04",0.547756721053806,0.761643387980605,0.351701419796922,"G"
"160","Guruve",2018,"05",0.232908341303829,0.314825328899734,0.154590155569552,"H"
"161","Gutu",2017,"10",0.131829167784249,0.257777011835825,0.0988046580144096,"A"
"162","Gutu",2017,"11",0.431304761339558,0.645773971312578,0.143549681048904,"B"
"163","Gutu",2017,"12",0.346376183280791,0.562303706581688,0.180884307691744,"C"
"164","Gutu",2018,"01",0.270594915001686,0.423049655067076,0.131203917005472,"D"
"165","Gutu",2018,"02",0.92582090250303,0.997592077788907,0.771652318598498,"E"
"166","Gutu",2018,"03",0.717503793924884,0.97015098820935,0.50273511095176,"F"
"167","Gutu",2018,"04",0.555187451520494,0.696019468422639,0.326541729863428,"G"
"168","Gutu",2018,"05",0.215326422472239,0.2831766172691,0.170115596348872,"H"
"169","Gwanda",2017,"10",0.12677063881345,0.149057464710138,0.0945360636035595,"A"
"170","Gwanda",2017,"11",0.202721900062814,0.283487362194626,0.105876762907402,"B"
"171","Gwanda",2017,"12",0.195046925244939,0.334391141759503,0.113861819512112,"C"
"172","Gwanda",2018,"01",0.16232447516901,0.272705566274514,0.096870149185824,"D"
"173","Gwanda",2018,"02",0.529151650722541,0.909345925824724,0.287681104631725,"E"
"174","Gwanda",2018,"03",0.488782170681734,0.834737028480803,0.296648523747875,"F"
"175","Gwanda",2018,"04",0.293640850514969,0.366193299141201,0.184589531006844,"G"
"176","Gwanda",2018,"05",0.156966327714492,0.183058529535382,0.125545533419252,"H"
"177","Gweru",2017,"10",0.134214001175692,0.245294267088429,0.0942595083920644,"A"
"178","Gweru",2017,"11",0.386297317564813,0.559904376632827,0.161606350923914,"B"
"179","Gweru",2017,"12",0.324882256022275,0.492346402141468,0.202316100912568,"C"
"180","Gweru",2018,"01",0.24240846350581,0.413062553103862,0.128285633307815,"D"
"181","Gweru",2018,"02",0.769173934448406,0.991521207219009,0.529963396475557,"E"
"182","Gweru",2018,"03",0.647791941035305,0.972034095860328,0.45120337317264,"F"
"183","Gweru",2018,"04",0.398633389059655,0.530307664587831,0.227471812187345,"G"
"184","Gweru",2018,"05",0.143634104042605,0.196057969120355,0.123722321800614,"H"
"185","Harare",2017,"10",0.0991255966395418,0.109711635800627,0.0942527425881182,"A"
"186","Harare",2017,"11",0.462847712749067,0.76677144120343,0.0981335748713541,"B"
"187","Harare",2017,"12",0.732826950391175,0.975985913937023,0.6159024983459,"C"
"188","Harare",2018,"01",0.653367158195818,0.888587708962904,0.48154509295381,"D"
"189","Harare",2018,"02",0.969503073913675,0.999819899613185,0.779259615901595,"E"
"190","Harare",2018,"03",0.915335355552524,0.999781651968036,0.811670729165503,"F"
"191","Harare",2018,"04",0.775998148230905,0.87223502868686,0.601305127378816,"G"
"192","Harare",2018,"05",0.444513558491682,0.562021684600233,0.333834903585218,"H"
"193","Hurungwe",2017,"10",0.0996454905177852,0.168386331268515,0.0845343555195622,"A"
"194","Hurungwe",2017,"11",0.251880556164797,0.347222228604887,0.121540073070222,"B"
"195","Hurungwe",2017,"12",0.416269503632252,0.62735668575434,0.273345190682168,"C"
"196","Hurungwe",2018,"01",0.494955798633005,0.601266450089101,0.412229524672564,"D"
"197","Hurungwe",2018,"02",0.894608798527576,0.973651885928467,0.574624678203667,"E"
"198","Hurungwe",2018,"03",0.891327732555559,0.979095753735806,0.790167060141756,"F"
"199","Hurungwe",2018,"04",0.595074295659464,0.789182040846808,0.388495833791763,"G"
"200","Hurungwe",2018,"05",0.257750975152603,0.34676929656679,0.163966694561681,"H"
"201","Hwange",2017,"10",0.119813754079042,0.167381178315447,0.0974058030076837,"A"
"202","Hwange",2017,"11",0.184953266504904,0.280664665511401,0.107989918999676,"B"
"203","Hwange",2017,"12",0.255265071694257,0.493173700304703,0.138503919884196,"C"
"204","Hwange",2018,"01",0.22265272115063,0.364688068540314,0.133735003881408,"D"
"205","Hwange",2018,"02",0.799769454322603,0.993637355905207,0.587361887588781,"E"
"206","Hwange",2018,"03",0.70276824659965,0.992068878809093,0.48345422961623,"F"
"207","Hwange",2018,"04",0.367179576025853,0.52166062368731,0.197494273680731,"G"
"208","Hwange",2018,"05",0.138807471924061,0.179896668059373,0.116839335550815,"H"
"209","Insiza",2017,"10",0.143952400657385,0.23211617581169,0.0945344620695319,"A"
"210","Insiza",2017,"11",0.285614211299534,0.412049278691385,0.137226615989522,"B"
"211","Insiza",2017,"12",0.274232004727313,0.400536639435108,0.188374786109804,"C"
"212","Insiza",2018,"01",0.218845097801742,0.356162848151034,0.115640427588072,"D"
"213","Insiza",2018,"02",0.706716797473623,0.956769625551478,0.487184914918601,"E"
"214","Insiza",2018,"03",0.623464534247892,0.913047789888198,0.433169662272592,"F"
"215","Insiza",2018,"04",0.431436130676913,0.55711796244461,0.271639453576278,"G"
"216","Insiza",2018,"05",0.192298679775607,0.239092625778067,0.16501067574478,"H"
"217","Kadoma",2017,"10",0.112542607600018,0.182290083042345,0.0917675163247128,"A"
"218","Kadoma",2017,"11",0.319272606503779,0.449627659839378,0.130103042708582,"B"
"219","Kadoma",2017,"12",0.407821266346428,0.720469229254857,0.262820333404544,"C"
"220","Kadoma",2018,"01",0.320234268396802,0.556407614373192,0.179826780362137,"D"
"221","Kadoma",2018,"02",0.88681031424828,0.998217773032226,0.574206267277325,"E"
"222","Kadoma",2018,"03",0.768598144324772,0.995945887525954,0.578181307585799,"F"
"223","Kadoma",2018,"04",0.455277338309509,0.608434039651415,0.258222511704118,"G"
"224","Kadoma",2018,"05",0.156784044515606,0.222509465871664,0.126545494849294,"H"
"225","Kariba",2017,"10",0.129153438393831,0.214381921002617,0.104514060414569,"A"
"226","Kariba",2017,"11",0.236949569359444,0.384030099694743,0.143022672480997,"B"
"227","Kariba",2017,"12",0.536530700188237,0.735018491056021,0.323921449709599,"C"
"228","Kariba",2018,"01",0.523510644049961,0.661362370647874,0.425146629843909,"D"
"229","Kariba",2018,"02",0.913705730612157,0.968764262191921,0.686123701691596,"E"
"230","Kariba",2018,"03",0.879754971483133,0.970756582023689,0.739824075290302,"F"
"231","Kariba",2018,"04",0.661673521051579,0.788158817808193,0.475121714249952,"G"
"232","Kariba",2018,"05",0.33065098564085,0.439482916980828,0.23164313816506,"H"
"233","Kwekwe",2017,"10",0.118830740703086,0.196201179203683,0.0938454768659688,"A"
"234","Kwekwe",2017,"11",0.326331158723803,0.463957025561694,0.126797971571401,"B"
"235","Kwekwe",2017,"12",0.305896064159921,0.542045540444672,0.171737181194712,"C"
"236","Kwekwe",2018,"01",0.221675898254814,0.414806601394501,0.112087273821432,"D"
"237","Kwekwe",2018,"02",0.794550762225808,0.997283810382053,0.522023227377319,"E"
"238","Kwekwe",2018,"03",0.654683505159994,0.988456701406913,0.430784197436626,"F"
"239","Kwekwe",2018,"04",0.333221532019975,0.503308938889358,0.169145317749184,"G"
