district_id,district_name,year,yeard,h_k3,a_k3,m0_k3,m1_k3,m2_k3,g0_edu_max_k3,g1_edu_max_k3,g2_edu_max_k3,g0_edu_dropout_k3,g1_edu_dropout_k3,g2_edu_dropout_k3,g0_hea_chronic_k3,g1_hea_chronic_k3,g2_hea_chronic_k3,g0_hea_visit_k3,g1_hea_visit_k3,g2_hea_visit_k3,g0_employment_k3,g0_assets_k3,g1_assets_k3,g2_assets_k3,g0_services_k3,g1_services_k3,g2_services_k3,g0_electricity_k3,g0_cooking_fuel_k3,g0_water_k3,g0_toilet_k3,g0_land_k3,g0_livestock_k3,g0_rural_equip_k3,maxevi,surfacemoisture,rainnovdec,rainnovjan,rainnovfeb,rainnovmar,rainnovapr,rainnovmay,sum10_20,sum10_20_novdec,sum10_20_novjan,sum10_20_novfeb,sum20p,sum20p_novdec,sum20p_novjan,sum20p_novfeb,dryspells
20,Guruve,2011,0,0.5186676,0.4469255,0.2318058,0.1267812,0.1032747,0.1743712,0.1016071,0.0471294,0.007713,0.0092556,0.0074045,0.3492435,0.1746217,0.1746217,0.1926733,0.0963366,0.0963366,0,0.3917825,0.2917666,0.2417586,0.2182961,0.0927112,0.0358036,0.2093768,0.2584269,0.1156048,0.1207069,0.032733,0,0.131227,0.5341861,,2.524701,5.035715,5.738911,6.629379,6.792049,6.795173,0,0,0,0,1,0,0,0,1
20,Guruve,2017,1,0.7633699,0.4732843,0.361291,0.202165,0.1598229,0.2232179,0.1133369,0.0395069,0.0146117,0.0137972,0.0105723,0.4758746,0.2379373,0.2379373,0.1455905,0.0727952,0.0727952,0,0.6748157,0.530701,0.4586436,0.6349627,0.3105001,0.137478,0.2396867,0.3805678,0.1746029,0.1318816,0.045181,0,0.2912716,0.5334868,16.53321,2.069669,4.920368,6.91473,8.109364,8.455391,8.457922,1,0,0,0,1,0,0,0,2
21,Gutu,2011,0,0.5855471,0.4706459,0.2755854,0.1578958,0.128468,0.2056859,0.1142899,0.0490893,0.0346459,0.0447117,0.039369,0.4060429,0.2030215,0.2030215,0.2236677,0.1118339,0.1118339,0,0.5155467,0.4308836,0.388552,0.2014094,0.0970796,0.044893,0.2294667,0.2927736,0.2117596,0.1680822,0.0134941,0,0.1154865,0.424356,,1.938168,4.845187,5.034023,5.356042,5.66809,5.677162,1,0,0,0,3,0,0,1,4
21,Gutu,2017,1,0.766768,0.453156,0.3474655,0.2020037,0.1623997,0.1917951,0.0958975,0.0319658,0.0127044,0.0130127,0.0090706,0.4150037,0.2075019,0.2075019,0.0986181,0.049309,0.049309,0,0.7041976,0.5946398,0.5398608,0.5902783,0.2193026,0.0700137,0.2814395,0.372874,0.1888378,0.1629483,0.1564927,0,0.1257325,0.4723184,15.39498,2.168599,4.358078,6.240476,6.976923,7.606566,7.621902,0,0,0,0,2,0,0,0,2
22,Gwanda,2011,0,0.5807342,0.468004,0.2717859,0.162497,0.1314272,0.177456,0.0972986,0.0381466,0.0195107,0.0259382,0.0249536,0.3735033,0.1867516,0.1867516,0.1908453,0.0954226,0.0954226,0.0298027,0.4405264,0.3372835,0.2856621,0.3878641,0.2022424,0.1005106,0.249795,0.2831846,0.1993161,0.2068522,0,0,0.02331,0.5018577,,1.631014,3.355303,3.524045,3.759922,4.305869,4.371611,2,0,0,0,3,0,0,1,5
22,Gwanda,2017,1,0.6641786,0.4616343,0.3066076,0.1852424,0.1506692,0.1505268,0.0752634,0.0250878,0.017154,0.0193007,0.0151854,0.4507799,0.22539,0.22539,0.1721307,0.0860654,0.0860654,0.0060673,0.6097994,0.4841769,0.4213657,0.5671495,0.4120117,0.2602902,0.305245,0.3067673,0.1427291,0.1107656,0.0044749,0,0.0691827,0.5170912,9.321392,0.9777246,3.180669,4.626042,4.864128,5.339383,5.339383,2,1,2,2,2,0,0,0,4
23,Gweru,2011,0,0.3089005,0.4533149,0.1400292,0.0754458,0.0639969,0.1144652,0.0630174,0.0259711,0.0219345,0.0213002,0.0164795,0.358781,0.1793905,0.1793905,0.18633,0.093165,0.093165,0.0051304,0.1998674,0.1571504,0.1357919,0.0785283,0.0213312,0.0041216,0.0935199,0.0968565,0.0287085,0.0672434,0.0160704,0,0.0628422,0.4648133,,2.118575,5.778108,6.090906,6.653584,7.093472,7.171863,3,0,0,0,2,0,0,1,5
23,Gweru,2017,1,0.5622249,0.4857121,0.2730795,0.1570423,0.1314043,0.0618025,0.0309012,0.0103004,0.0323469,0.0466149,0.0450905,0.5822969,0.2911485,0.2911485,0.2078576,0.1039288,0.1039288,0.154761,0.4070331,0.3205525,0.2773122,0.5273175,0.2677703,0.1304668,0.1755924,0.177017,0.0662075,0.0924788,0.0139759,0,0.0955678,0.4629017,15.44889,2.141865,4.679022,7.441671,8.004308,8.59733,8.59733,0,0,0,0,2,0,0,0,2
24,Harare,2011,0,0.2245811,0.4403311,0.09889,0.0591969,0.0487012,0.089705,0.0494785,0.0198413,0.0068766,0.0069831,0.0057371,0.216721,0.1083605,0.1083605,0.1682711,0.0841355,0.0841355,0.0106388,0.1453622,0.0936356,0.0677723,0.0358011,0.0199858,0.0093452,0.111767,0.0390199,0.0682529,0.0470397,0,0,0,0.4671538,,2.055172,4.721265,6.480614,7.152532,7.6034,7.608416,1,0,0,1,3,0,0,0,4
24,Harare,2017,1,0.3818425,0.4931611,0.1883099,0.1163596,0.1026833,0.0178709,0.0089355,0.0029785,0.0194352,0.0223106,0.0182053,0.4782229,0.2391115,0.2391115,0.2527001,0.12635,0.12635,0.3574563,0.2232239,0.1538257,0.1191266,0.1940214,0.1184353,0.0664574,0.1035751,0.0340831,0.0913066,0.0052246,0,0,0.0118236,0.4764062,18.3827,2.43692,5.745828,7.412565,8.547707,9.15606,9.185535,2,0,0,0,1,0,0,0,3
25,Hurungwe,2011,0,0.7757331,0.4909026,0.3808094,0.2202605,0.1774284,0.1989794,0.1091572,0.044268,0.0295802,0.0321954,0.027417,0.4376228,0.2188114,0.2188114,0.3235938,0.1617969,0.1617969,0.0078963,0.5908138,0.4887704,0.4377487,0.5214214,0.2826901,0.1310286,0.3296679,0.3827788,0.2772555,0.2178794,0.0600397,0,0.2401606,0.5105829,,2.702917,5.135056,6.118548,7.026191,7.216691,7.221483,1,0,0,0,2,0,0,0,3
25,Hurungwe,2017,1,0.6724415,0.485221,0.3262827,0.1907067,0.1541451,0.1665259,0.0921563,0.0396121,0.0351827,0.0432363,0.0378948,0.4003221,0.2001611,0.2001611,0.2310656,0.1155328,0.1155328,0,0.5393031,0.4272759,0.3712623,0.482133,0.2502664,0.1167491,0.2327747,0.3276163,0.2108086,0.1808933,0.0738918,0,0.2191689,0.5404603,15.78101,2.213574,4.711564,6.822309,8.120295,8.462643,8.468773,1,0,0,0,1,0,0,0,2
26,Hwange,2011,0,0.4418917,0.4850523,0.2143406,0.1220817,0.1028716,0.1129702,0.0599431,0.0232138,0.0110464,0.0165696,0.0165696,0.3196872,0.1598436,0.1598436,0.2238443,0.1119222,0.1119222,0.0157105,0.3705901,0.3210307,0.296251,0.253169,0.1311148,0.0601322,0.1882999,0.1825424,0.0573985,0.1450624,0.0329868,0,0.1229277,0.5472171,,1.713187,3.287498,4.403261,5.294709,5.801605,5.89459,4,0,0,0,0,0,0,0,4
26,Hwange,2017,1,0.6514491,0.4585479,0.2987206,0.1695397,0.1373784,0.1438679,0.0719339,0.023978,0,0,0,0.3629757,0.1814879,0.1814879,0.2427875,0.1213938,0.1213938,0.1476458,0.5136322,0.3900802,0.3283042,0.4989872,0.2878986,0.1568522,0.2428904,0.2574973,0.0938045,0.1739508,0.0142132,0,0.1455933,0.5562693,12.64812,1.536749,3.984364,5.597839,6.251848,6.766042,6.767055,2,0,0,0,1,0,0,0,3
27,Hwedza,2011,0,0.5947297,0.4406637,0.2620758,0.1504546,0.1278561,0.1803825,0.0942502,0.0348853,0.0292707,0.0336666,0.0299756,0.3197904,0.1598952,0.1598952,0.313238,0.156619,0.156619,0,0.509426,0.432671,0.3942935,0.1958006,0.0858381,0.0309616,0.224016,0.2880826,0.0909143,0.1069904,0.0599019,0,0.1719067,0.4983547,,2.270895,5.600131,5.899813,6.470189,6.848523,6.84897,2,0,0,0,2,0,0,1,4
27,Hwedza,2017,1,0.6500317,0.4648499,0.3021672,0.1650896,0.1403299,0.1079811,0.0539906,0.0179969,0,0,0,0.5212656,0.2606328,0.2606328,0.2796378,0.1398189,0.1398189,0,0.5783652,0.5009169,0.4621927,0.4127489,0.1397032,0.0427021,0.1837783,0.3171953,0.0876614,0.1464713,0.0342505,0,0.2012328,0.5181746,15.64626,3.002732,6.209775,8.269378,9.112408,9.441044,9.462212,1,0,0,0,2,0,0,0,3
28,Insiza,2011,0,0.7498073,0.4644542,0.3482511,0.2068167,0.1654743,0.2142463,0.1089526,0.0379699,0.0289247,0.0306664,0.0244898,0.4123448,0.2061724,0.2061724,0.2551139,0.1275569,0.1275569,0,0.6085934,0.48622,0.4250333,0.529273,0.3025711,0.1480419,0.302158,0.3378433,0.2018212,0.1915304,0.0730084,0,0.1535285,0.4525419,,1.942821,4.796594,5.00852,5.373252,5.96408,6.048721,3,0,0,0,2,0,0,1,5
28,Insiza,2017,1,0.7501507,0.472276,0.3542781,0.1995087,0.1577672,0.1256738,0.0693399,0.0296163,0.0083781,0.0125672,0.0125672,0.5109608,0.2554804,0.2554804,0.2540564,0.1270282,0.1270282,0,0.6203713,0.4786371,0.40777,0.6642669,0.2958353,0.121147,0.1876681,0.3586866,0.2173065,0.2008322,0.0704227,0,0.1470189,0.4670119,14.97464,1.691468,4.445515,6.852991,7.403004,7.870181,7.870181,1,0,0,1,2,0,0,0,3
29,Kadoma,2011,0,0.5183032,0.4655104,0.2412755,0.1359642,0.1125352,0.1823333,0.1017177,0.0432965,0.0182596,0.0247654,0.0226662,0.3318197,0.1659098,0.1659098,0.281988,0.140994,0.140994,0.0032334,0.378592,0.2871564,0.2414386,0.2152376,0.0943945,0.0363051,0.2064462,0.2321777,0.099316,0.1480668,0.0485024,0,0.1461448,0.477987,,2.506846,5.572485,6.509271,7.226787,7.68032,7.72229,3,0,0,0,2,0,0,1,5
29,Kadoma,2017,1,0.44197,0.4362037,0.1927889,0.1079544,0.0841102,0.0465305,0.0232652,0.0077551,0.0191608,0.0064652,0.0015799,0.2483177,0.1241588,0.1241588,0.0910384,0.0455192,0.0455192,0.0448853,0.3666212,0.2789665,0.2351391,0.4056798,0.2214382,0.1085458,0.145907,0.2026174,0.0708539,0.1284378,0.0023857,0,0.0590596,0.507046,15.10429,2.560616,5.36022,7.43457,8.26189,8.872392,8.876791,2,0,0,0,1,0,0,0,3
30,Kariba,2011,0,0.4386821,0.4827185,0.21176,0.1243898,0.1021536,0.1045605,0.0652243,0.032269,0.0168939,0.0224387,0.020577,0.2990576,0.1495288,0.1495288,0.2513687,0.1256844,0.1256844,0.0178415,0.3310998,0.2593147,0.2234222,0.2583238,0.1663365,0.0922617,0.1526704,0.1624231,0.1190966,0.1155684,0.0196926,0,0.1631225,0.4129251,,2.436869,4.685263,6.217695,7.195518,7.520093,7.627126,0,0,0,0,1,0,0,0,1
30,Kariba,2017,1,0.6493346,0.5583247,0.3625396,0.1966434,0.1540214,0.2375554,0.1211259,0.0427235,0.0230008,0.0265808,0.0220785,0.5348462,0.2674231,0.2674231,0.2456811,0.1228406,0.1228406,0.0406189,0.5972729,0.4795263,0.4206529,0.5506071,0.2382763,0.0913692,0.3063091,0.3112387,0.1762156,0.2294516,0.0279728,0,0.1633555,0.4320639,18.81042,2.031759,4.355509,6.563619,8.159416,8.526196,8.657281,2,0,0,0,1,0,0,0,3
31,Kwekwe,2011,0,0.4212426,0.4526867,0.1906909,0.1142075,0.0940154,0.1181468,0.0660567,0.0286743,0.0166429,0.0204181,0.0177113,0.2853163,0.1426582,0.1426582,0.2144433,0.1072216,0.1072216,0.0283332,0.338155,0.2682736,0.2333329,0.2483137,0.1637918,0.0823782,0.1408511,0.1844952,0.0860701,0.0693204,0.0210007,0,0.0604749,0.4779074,,2.154934,5.879312,6.485463,7.099225,7.569146,7.642485,3,0,0,0,2,0,0,1,5
31,Kwekwe,2017,1,0.5968614,0.4570346,0.2727863,0.1473082,0.1128297,0.1111922,0.0555961,0.018532,0.0128967,0.0126648,0.0113287,0.2857407,0.1428703,0.1428703,0.2468404,0.1234202,0.1234202,0.0468877,0.4832949,0.3418842,0.2711788,0.5409487,0.2724084,0.1258992,0.1906819,0.2771875,0.1150696,0.168028,0.0045417,0,0.1081602,0.4733644,13.92527,2.275705,5.002184,7.255149,7.97531,8.558499,8.566334,2,0,0,0,1,0,0,0,3
32,Lupane,2011,0,0.8356735,0.48753,0.4074158,0.2355707,0.187814,0.1994995,0.114443,0.0509182,0.031817,0.032257,0.0265614,0.4254892,0.2127446,0.2127446,0.2858175,0.1429088,0.1429088,0,0.7808459,0.6605394,0.6003863,0.6624666,0.3591798,0.1752572,0.3313456,0.4178367,0.2041878,0.3327497,0.0192854,0,0.1791097,0.5232181,,2.172646,4.409596,5.451798,6.123903,6.65155,6.68147,2,0,0,0,2,0,0,1,4
32,Lupane,2017,1,0.8372175,0.5059841,0.4236187,0.2402458,0.1863837,0.3410694,0.1705347,0.0568449,0.0158173,0.0186142,0.0155472,0.5580528,0.2790264,0.2790264,0.3084676,0.1542338,0.1542338,0,0.745321,0.6219698,0.5602941,0.7771373,0.3714559,0.1682891,0.2454707,0.4125644,0.2126386,0.2878811,0.0296171,0,0.0903407,0.5141191,13.78614,1.784141,4.727441,6.586219,7.39337,7.949373,7.950863,3,1,1,1,1,0,0,0,4
33,Makonde,2011,0,0.4854448,0.4774365,0.2317691,0.135543,0.109566,0.1727032,0.0952383,0.0397541,0.0173182,0.0230316,0.0218533,0.222041,0.1110205,0.1110205,0.2031807,0.1015904,0.1015904,0.0100765,0.3794735,0.2951568,0.2529984,0.2856387,0.129693,0.0523753,0.1836069,0.2313744,0.1305515,0.1210001,0.0922769,0,0.1525645,0.5481858,,2.370793,4.912463,6.219514,7.103483,7.403413,7.421019,0,0,0,0,2,0,0,0,2
33,Makonde,2017,1,0.5903251,0.4631434,0.2734052,0.1514257,0.1152718,0.1705619,0.0852809,0.028427,0.0364538,0.0470491,0.0440777,0.2522843,0.1261422,0.1261422,0.1683878,0.0841939,0.0841939,0.02457,0.4364752,0.3266684,0.2717649,0.5350661,0.2659211,0.1236184,0.1835963,0.2827209,0.1535593,0.1702258,0.0085512,0,0.1748967,0.5468322,16.38018,2.354622,4.99373,7.009517,8.063351,8.510684,8.529466,0,0,0,0,2,0,0,0,2
34,Makoni,2011,0,0.5147937,0.4594332,0.2365133,0.1375856,0.1126575,0.1592891,0.0811441,0.0285476,0.0306703,0.03299,0.0277569,0.3198242,0.1599121,0.1599121,0.1976011,0.0988006,0.0988006,0,0.4642642,0.390884,0.3541939,0.2820802,0.1437245,0.0626417,0.2067567,0.2553881,0.1112486,0.1059676,0.0279279,0,0.0858586,0.4884384,,2.12233,5.100993,5.72828,6.61378,7.062048,7.082152,0,0,0,0,3,0,0,1,3
34,Makoni,2017,1,0.6661366,0.4765605,0.3174544,0.1756582,0.1405561,0.1681104,0.0840552,0.0280184,0.0096368,0.0115642,0.0092513,0.3211315,0.1605657,0.1605657,0.2022272,0.1011136,0.1011136,0.0044359,0.6440077,0.5511876,0.5047776,0.5711025,0.213308,0.0735236,0.1861999,0.3265489,0.1658948,0.1418038,0.0217633,0,0.2529542,0.5217349,17.16234,3.045981,6.18875,8.234073,9.536086,9.845618,9.941525,2,0,0,0,1,0,0,0,3
35,Mangwe,2011,0,0.647092,0.4799978,0.3106028,0.1802229,0.1438832,0.2074894,0.1099398,0.0424469,0.0120966,0.0114138,0.0092861,0.3455498,0.1727749,0.1727749,0.3336846,0.1668423,0.1668423,0.0182726,0.5275483,0.4069197,0.3466054,0.4818167,0.2597851,0.1317299,0.244955,0.3144253,0.2268949,0.1533621,0.0239496,0,0.0606815,0.4781628,,1.598046,3.4222,3.698728,4.031572,4.882412,4.909391,2,0,0,0,2,0,0,1,4
35,Mangwe,2017,1,0.6669774,0.4949386,0.3301129,0.1857163,0.1497092,0.2372188,0.1259778,0.0493609,0,0,0,0.5352886,0.2676443,0.2676443,0.1587103,0.0793552,0.0793552,0.0187753,0.5145138,0.4242174,0.3790692,0.6543655,0.3358585,0.165014,0.3062845,0.3218877,0.1298585,0.1231233,0,0,0.1360458,0.4799957,11.61872,1.290853,3.775989,5.96094,6.27619,6.876623,6.876623,3,2,2,3,2,0,0,0,5
36,Marondera,2011,0,0.5766205,0.4576922,0.2639147,0.1620978,0.1395654,0.1596858,0.0833884,0.0309433,0.0371411,0.0452623,0.040679,0.3531205,0.1765603,0.1765603,0.2104326,0.1052163,0.1052163,0,0.4294951,0.3574999,0.3215023,0.2687538,0.1168194,0.0442668,0.15316,0.2746271,0.0506835,0.0832395,0.2190564,0,0.2677941,0.4980265,,2.122849,5.008537,5.790653,6.493503,6.895111,6.911938,0,0,0,0,3,0,0,1,3
36,Marondera,2017,1,0.7269388,0.5042986,0.3665942,0.1986675,0.1647023,0.1019318,0.0509659,0.0169886,0.0060328,0.0090491,0.0090491,0.6690103,0.3345052,0.3345052,0.2816675,0.1408337,0.1408337,0.120506,0.5376467,0.4162441,0.3555429,0.6692727,0.2922111,0.113944,0.3177887,0.2886497,0.0976029,0.0800785,0.0263273,0,0.2861305,0.5359359,17.72322,3.031298,6.341564,8.387663,9.209925,9.594013,9.625602,1,0,0,0,2,0,0,0,3
37,Masvingo,2011,0,0.4193512,0.4516214,0.189388,0.1111671,0.0906692,0.1358984,0.0773463,0.0351792,0.0147231,0.0152448,0.0107421,0.2593322,0.1296661,0.1296661,0.1571958,0.0785979,0.0785979,0.0032498,0.3659113,0.301144,0.2687604,0.1825979,0.0958096,0.0463691,0.1267575,0.1946023,0.1152022,0.1325074,0.025574,0,0.0856338,0.4789343,,1.726823,4.494175,4.613437,4.862432,5.153019,5.171417,1,0,0,0,3,0,0,1,4
37,Masvingo,2017,1,0.511381,0.4485565,0.2293833,0.1365591,0.1089936,0.0831331,0.0415665,0.0138555,0.0051795,0.0031077,0.0012431,0.2909545,0.1454773,0.1454773,0.0943732,0.0471866,0.0471866,0.0474625,0.4115558,0.3411382,0.3059294,0.4019414,0.2572229,0.1391031,0.177992,0.2397568,0.1629646,0.1137391,0.0255217,0,0.124567,0.5315479,14.9236,2.114931,4.155605,6.086453,7.067531,7.852599,7.852959,1,1,1,1,2,0,0,0,3
38,Matobo,2011,0,0.7522478,0.450975,0.339245,0.1952714,0.1559746,0.1878002,0.1029043,0.0422784,0.0232551,0.0329865,0.0314696,0.3540109,0.1770054,0.1770054,0.2645682,0.1322841,0.1322841,0,0.6036683,0.4653873,0.3962468,0.534257,0.2963024,0.154223,0.3212203,0.3728213,0.1975672,0.2113412,0.0490256,0,0.103292,0.4942215,,1.624507,3.409652,3.719918,4.034565,4.883947,4.922814,3,0,0,0,2,0,0,1,5
38,Matobo,2017,1,0.7905002,0.5032313,0.3978045,0.2257605,0.1793827,0.1637508,0.0818754,0.0272918,0.0131132,0.0151955,0.0134058,0.7089022,0.3544511,0.3544511,0.4104087,0.2052043,0.2052043,0,0.6598591,0.5040917,0.426208,0.7039049,0.4201503,0.2175112,0.2098272,0.3933649,0.2062395,0.1824004,0.0066858,0,0.1206856,0.4788711,11.68083,1.302427,4.188193,6.310952,6.606905,7.189901,7.189901,2,1,1,2,2,0,0,0,4
39,Mazowe,2011,0,0.477352,0.4907045,0.2342387,0.1385676,0.1177725,0.1441602,0.0779549,0.0315415,0.0489594,0.0684316,0.0660338,0.3184272,0.1592136,0.1592136,0.2145793,0.1072896,0.1072896,0.0037613,0.3593625,0.2664283,0.2199612,0.1976835,0.0744519,0.0246586,0.1827001,0.2180222,0.1195303,0.0341232,0.1594273,0,0.2245315,0.5635988,,1.969051,4.449699,5.93524,6.621555,6.910812,6.912322,0,0,0,0,2,0,0,0,2
39,Mazowe,2017,1,0.7515023,0.4959081,0.372676,0.1976761,0.1679974,0.173159,0.094493,0.0394112,0.0055062,0.0049556,0.0029734,0.5591459,0.279573,0.279573,0.3930585,0.1965293,0.1965293,0,0.5920779,0.4894935,0.4382012,0.5647869,0.2047491,0.0647862,0.2758162,0.3565281,0.0838693,0.0362181,0.0772632,0,0.4229932,0.5316244,18.46458,2.224304,5.369284,7.031892,8.163498,8.566962,8.569732,1,0,0,0,1,0,0,0,2
40,Mberengwa,2011,0,0.5905666,0.4442665,0.262369,0.1531092,0.1272474,0.2007993,0.1129843,0.0486887,0.0140894,0.0199545,0.0190108,0.4109886,0.2054943,0.2054943,0.2913835,0.1456918,0.1456918,0,0.4717605,0.3781146,0.3312917,0.1480346,0.0668201,0.0331676,0.1801844,0.2740333,0.1891097,0.1802838,0.052656,0,0.0791826,0.535835,,1.815053,4.697943,4.783741,5.085419,5.498085,5.543062,2,0,0,0,3,0,0,1,5
