"District","Year","AverageEVI","MaxEVI","MinEVI","MedianEVI"
"Beitbridge","2005",0.124442983487503,0.282073032289946,-0.100084579347982,0.128382895132423
"Beitbridge","2006",0.164809286479515,0.418518053669949,-0.09700753160676,0.155740586229602
"Beitbridge","2007",0.172183489100725,0.394980409569439,-0.086221092445582,0.174912005389681
"Beitbridge","2008",0.155204708416216,0.43979639117234,-0.0683107087982934,0.15098522890278
"Beitbridge","2009",0.174414734712053,0.531581464629794,-0.258386031068611,0.160135149453255
"Beitbridge","2010",0.173513034216547,0.404618984299795,-0.0872085197482328,0.163073397480016
"Beitbridge","2011",0.168552664000927,0.42976671841912,-0.221052851228035,0.159544727219508
"Beitbridge","2012",0.152966308579878,0.381767499734393,-0.0242307265258179,0.149954178394793
"Beitbridge","2013",0.169634967405934,0.410220046001776,-0.177598214605929,0.165627220841337
"Beitbridge","2014",0.185928273231031,0.461214706537955,-0.129974544310328,0.173443051674297
"Beitbridge","2015",0.187073896089098,0.444888887713409,-0.650154014713335,0.184500727864095
"Beitbridge","2016",0.156013485776652,0.3788345242066,-0.0587079662650661,0.140502141737989
"Beitbridge","2017",0.195156802923099,0.498535184432899,-0.0988649641050376,0.181954974201772
"Beitbridge","2018",0.175157466564174,0.477709603782471,-0.0710075528539202,0.15693704970842
"Beitbridge","2019",0.164174951073517,0.443034426806238,-0.0408021942833116,0.15640901359916
"Beitbridge","2020",0.148085003906659,0.402622012823934,-0.190702208281468,0.143743391275899
"Beitbridge","2021",0.218111830074412,0.547605875574672,-0.17639920710493,0.202254508069726
"Bikita","2005",0.189892092277293,0.417983576301658,-0.0828346881822117,0.178382547307785
"Bikita","2006",0.247268770312842,0.526598278473884,-0.0240575560108667,0.227294683876007
"Bikita","2007",0.225225349430586,0.5287905725093,-0.188682250012345,0.210170183846086
"Bikita","2008",0.229677291971132,0.515064264716958,-0.0793080843950328,0.21394196896422
"Bikita","2009",0.226901809199664,0.532304512236485,-0.184020827257637,0.20227630574032
"Bikita","2010",0.225410443312282,0.451857402978498,-0.151772208578537,0.225179444600856
"Bikita","2011",0.218782591128424,0.494315667818764,-0.51493561481063,0.205231114367396
"Bikita","2012",0.228461708267403,0.480312356355243,-0.0943259460531014,0.213909107518284
"Bikita","2013",0.232651690925398,0.521059699088086,-0.129475624426273,0.230827609484559
"Bikita","2014",0.241673697801448,0.493177703941013,-0.487783895046654,0.224678074503662
"Bikita","2015",0.246183638788093,0.485925646759926,-0.122364627291141,0.236609079876447
"Bikita","2016",0.224027125766556,0.443455080192912,-0.24807963027777,0.218370705362656
"Bikita","2017",0.261398356857627,0.579026997897268,-0.109473171349268,0.255188091381228
"Bikita","2018",0.237208761822767,0.520184569350404,-0.137361668227748,0.223392264183624
"Bikita","2019",0.258819452608267,0.50983100390601,-0.0412246644520856,0.250547820621186
"Bikita","2020",0.238576077002362,0.554666636562436,-0.293949743791214,0.221809854810589
"Bikita","2021",0.253565353918903,0.561942488456943,-0.106079716774506,0.237750178190056
"Bindura","2005",0.232636338489492,0.545293034922114,-0.0370035591009756,0.208281714711309
"Bindura","2006",0.256540871473376,0.540704299940678,-0.0735460598115207,0.240118165493833
"Bindura","2007",0.246014775479465,0.548824944839634,-0.306795325694985,0.229821553483547
"Bindura","2008",0.250627913878501,0.539130384610933,-0.192356702951319,0.222748651774921
"Bindura","2009",0.252799191117781,0.556155770316785,-0.275961845962919,0.234308188845604
"Bindura","2010",0.255423489916375,0.567215399543573,-0.0211179930990568,0.238554332249973
"Bindura","2011",0.247747904824774,0.540358393399195,-0.103624344924282,0.223092447922018
"Bindura","2012",0.256620339464397,0.557168537682505,-0.113603588894348,0.22688292794258
"Bindura","2013",0.251506003572556,0.557887291920407,-0.109433922047532,0.223247484441256
"Bindura","2014",0.242236311728878,0.533301637217866,-0.633157645797033,0.217312814361521
"Bindura","2015",0.265795530629244,0.57015469900571,-0.0771553170077155,0.23537900342788
"Bindura","2016",0.269411579367376,0.554551416367612,-0.10704434732328,0.23943113159607
"Bindura","2017",0.267481008701975,0.526665502917578,-0.272434852188657,0.25208732031859
"Bindura","2018",0.259437552110692,0.575378916834349,-0.091610161114791,0.24092434356518
"Bindura","2019",0.257842350314953,0.562637964621273,-0.0409897217720173,0.232577202486075
"Bindura","2020",0.255918233250252,0.568160506020278,-0.14517439359975,0.225416630989611
"Bindura","2021",0.273815996198544,0.569968028030692,-0.11122111566876,0.257433371151264
"Binga","2005",0.186395397702187,0.449176975208719,-0.101564177129893,0.175504124025373
"Binga","2006",0.231139644680016,0.478571638167311,-0.0797579935118937,0.221310639899923
"Binga","2007",0.205133498377614,0.467494854491134,-0.0455215820052342,0.186753501478522
"Binga","2008",0.225388613158949,0.489085610762507,-0.244960004781751,0.205012940436348
"Binga","2009",0.227759523683502,0.485002015628982,-0.0388426037383662,0.211712080297318
"Binga","2010",0.226744404221409,0.479794835826231,-0.272036959338143,0.212246290413788
"Binga","2011",0.217103059937778,0.474928847139536,-0.0910097593886721,0.19932767949557
"Binga","2012",0.215066360098869,0.461651913957041,-0.0442276998353745,0.193371424830373
"Binga","2013",0.224649718891408,0.511761447484007,-0.0948437539243248,0.208142534966032
"Binga","2014",0.231804015249561,0.492768393054717,-0.0773183842922074,0.213442202040531
"Binga","2015",0.227530244401979,0.496268732298368,-0.0411456596357877,0.203860198381578
"Binga","2016",0.221857000053297,0.466135729236999,-0.654715869285755,0.208497136459052
"Binga","2017",0.238408298738024,0.478270011198785,-0.216528339326678,0.232407444578262
"Binga","2018",0.230559787629605,0.444834353422381,-0.236597921062731,0.212331248761563
"Binga","2019",0.230035427890332,0.512830011929344,-0.212398780667594,0.208044767535272
"Binga","2020",0.224298273041349,0.47535769091886,-0.300352697491095,0.206033396768987
"Binga","2021",0.231842955788285,0.487209027697369,-0.0548684388329878,0.214965326254891
"Bubi","2005",0.203633158471757,0.427680591106059,-0.100085830801075,0.18437429030224
"Bubi","2006",0.249646254705937,0.524894077881991,-0.0320882613074935,0.232904231202807
"Bubi","2007",0.207138633946836,0.47994424713866,-0.0432353361641383,0.181196594376622
"Bubi","2008",0.228959032747419,0.520811523164367,-0.138101042318074,0.208261897185126
"Bubi","2009",0.235668304170346,0.529236793863236,-0.183075109625064,0.225575109925276
"Bubi","2010",0.224463307704943,0.481638697872712,-0.0939540242557502,0.20163141509548
"Bubi","2011",0.225358047555393,0.501675824651328,-0.144543314155647,0.206978709643022
"Bubi","2012",0.216837942874071,0.463786076565619,-0.0914138835661349,0.19216184968154
"Bubi","2013",0.214748158823699,0.467315174688024,-0.119445229054204,0.197241215659945
"Bubi","2014",0.23379434834765,0.493516423952559,-0.0989352871894005,0.216046322356573
"Bubi","2015",0.238378400907716,0.506784830512435,-0.0909025894314658,0.223433076336158
"Bubi","2016",0.229757257773666,0.486732117310683,-0.0650958008697439,0.216320245423987
"Bubi","2017",0.268694603081158,0.510802620099823,-0.0959259310156588,0.262743795249249
"Bubi","2018",0.234569924070277,0.503024689342238,-0.0259121830012693,0.213328462710182
"Bubi","2019",0.233188537736314,0.492529156628082,-0.142802648489632,0.212415827454423
"Bubi","2020",0.235844217268043,0.483139394368518,-0.0546738288908478,0.225798303303682
"Bubi","2021",0.255149861267221,0.518355270231968,-0.135006047199044,0.239341874210479
"Buhera","2005",0.166862836802172,0.359334571935809,-0.0788444929235741,0.160010463540929
"Buhera","2006",0.209801405963113,0.436168696017395,-0.0252860678457704,0.191534923306243
"Buhera","2007",0.197880885671881,0.500705535551734,-0.153597230039858,0.184707477576978
"Buhera","2008",0.202318144042012,0.576364897296943,-0.05031933186215,0.182323350782993
"Buhera","2009",0.193852347437713,0.466547857839982,-0.217710214364912,0.18160799373812
"Buhera","2010",0.199534887260144,0.389858430831602,-0.0330595306518544,0.187257990228903
"Buhera","2011",0.191698927405668,0.476443073041891,-0.0927917296321607,0.177795783747851
"Buhera","2012",0.196502685947858,0.419342595603184,-0.157252615260411,0.183753741002085
"Buhera","2013",0.196694305395977,0.44694068285926,-0.136769821644918,0.190158860205883
"Buhera","2014",0.197811867995885,0.461696758191874,-0.768024877205905,0.18625185251196
"Buhera","2015",0.218010871168097,0.410739212327297,-0.102182118352455,0.208813655520464
"Buhera","2016",0.201283602332308,0.385872655686283,-0.101491576142126,0.196975310737147
"Buhera","2017",0.224022056854433,0.59832324360567,-0.172726931556481,0.213641223231283
"Buhera","2018",0.209438642532551,0.50214787813947,-0.0458183731382536,0.19556160300487
"Buhera","2019",0.220612623402488,0.494941004183588,-0.153725940058342,0.214378347711319
"Buhera","2020",0.199505263156085,0.471947558322087,-0.0793493747149552,0.187538222936602
"Buhera","2021",0.216616299388241,0.520338933698279,-0.210080810565345,0.199075642690513
"Bulawayo","2005",0.168957793507194,0.391386699024299,-0.252306614400899,0.155721706798795
"Bulawayo","2006",0.222788807739507,0.471354531874065,-0.143552022528899,0.197876004242442
"Bulawayo","2007",0.192428267455252,0.416724259720145,-0.258260653256875,0.180846111785219
"Bulawayo","2008",0.203513734808161,0.481350940065223,-0.230896648856499,0.176630402890238
"Bulawayo","2009",0.21840274945782,0.480960879297946,-0.138440815549427,0.19571796123531
"Bulawayo","2010",0.21395226601597,0.46842832958559,-0.163145199363274,0.193928613011109
"Bulawayo","2011",0.205937659686423,0.483654283752304,-0.46907078629265,0.187384035053719
"Bulawayo","2012",0.191180547478875,0.433258936698594,-0.32262185613142,0.17243626287011
"Bulawayo","2013",0.200888017413449,0.460347786733364,-0.796751521618617,0.183827142388615
"Bulawayo","2014",0.215192538730848,0.470530399842084,-0.16452621926855,0.197400358828443
"Bulawayo","2015",0.214964497920774,0.469320105078576,-0.0344922607722693,0.18936847290544
"Bulawayo","2016",0.191455427763102,0.437733722174371,-0.134412182156986,0.172982628540491
"Bulawayo","2017",0.2352664994038,0.510780286918887,-0.356707554908836,0.224325896015742
"Bulawayo","2018",0.205040671551315,0.471149466299426,-0.0203167314037967,0.181394116701413
"Bulawayo","2019",0.208196416394482,0.464248653900843,-0.251379359537312,0.189293229937435
"Bulawayo","2020",0.202512982107562,0.440718182464231,-0.304483134216812,0.194776679117714
"Bulawayo","2021",0.222575925659926,0.481682178195287,-0.378658439161906,0.202357946655417
"Bulilima (North)","2005",0.198854930291094,0.39035846105358,-0.0982555996661355,0.184701380199726
"Bulilima (North)","2006",0.249388946084537,0.476879603771573,-0.0647400220253059,0.237251610847942
"Bulilima (North)","2007",0.222648043967877,0.443134513093529,-0.0752839203386076,0.214809621099871
"Bulilima (North)","2008",0.213059987776406,0.464078646765337,-0.1167319782831,0.194268131495852
"Bulilima (North)","2009",0.234416775554896,0.490161380212987,-0.122709802946069,0.225256598895482
"Bulilima (North)","2010",0.215433778691723,0.408936403385148,-0.0520983288543522,0.203818688330987
"Bulilima (North)","2011",0.218283998840795,0.469013658460156,-0.137224530748403,0.208391461598808
"Bulilima (North)","2012",0.217068053559436,0.442768773485377,-0.055779085439922,0.198264204927088
"Bulilima (North)","2013",0.212209398654838,0.426976966433438,-0.173941847476808,0.198188408056226
"Bulilima (North)","2014",0.236927135639417,0.459892608276221,-0.0977722671897766,0.227827332562957
"Bulilima (North)","2015",0.22407140660699,0.450030920003339,-0.0758523176228162,0.214030547453408
"Bulilima (North)","2016",0.228077677773483,0.450873410807903,-0.00568795650594376,0.220098389646993
"Bulilima (North)","2017",0.256274738286361,0.488050610296641,-0.237101906072265,0.264914568099395
"Bulilima (North)","2018",0.225010536602236,0.469617046921772,-0.251751683873623,0.216098421407244
"Bulilima (North)","2019",0.229740765309721,0.501758268774812,-0.0462865979430226,0.216117728975688
"Bulilima (North)","2020",0.215294363573075,0.411880478020953,-0.0734968706860153,0.208427959915987
"Bulilima (North)","2021",0.245256773626575,0.497116509330997,-0.167335343464762,0.237337068966945
"Centenary","2005",0.215826846163879,0.52508298254197,-0.14936840203748,0.195723048116278
"Centenary","2006",0.24347390821451,0.503336013176664,-0.0368322184050667,0.224669728192382
"Centenary","2007",0.218394314550502,0.497457219510413,-0.185907674874269,0.199931917501506
"Centenary","2008",0.248567281748964,0.544765792301146,-0.502219513276623,0.236294927157486
"Centenary","2009",0.248432501715918,0.523897811950468,-0.162835594882687,0.232962114373296
"Centenary","2010",0.229221649011154,0.537218496549293,-0.122653041216928,0.210142776479814
"Centenary","2011",0.232340019779168,0.521691354050762,-0.0225698361641748,0.210355989666218
"Centenary","2012",0.242128519452561,0.523790148920752,-0.119718353592731,0.223373970745109
"Centenary","2013",0.245904900827727,0.531376005158227,-0.090795872758024,0.222147165603775
"Centenary","2014",0.249403473289437,0.527851595118974,-0.227304885043828,0.224638247043427
"Centenary","2015",0.264444953439468,0.569078613777758,-0.0196220824977354,0.24389377600349
"Centenary","2016",0.237454596001593,0.525113331010529,-0.4642057857944,0.212872165193924
"Centenary","2017",0.265683194513551,0.545564853001502,-0.132960060134423,0.264435958798785
"Centenary","2018",0.24698937820511,0.548414556456706,-0.228058593847676,0.235388102574029
"Centenary","2019",0.245539851334651,0.519588120699475,-0.101307740180526,0.223274895658924
"Centenary","2020",0.245354623007389,0.556204912906266,-0.0768781332276356,0.226706306975681
"Centenary","2021",0.254721253040281,0.536543650029804,-0.330116300607041,0.242767404131252
"Chegutu","2005",0.201217583179745,0.467258985360585,-0.0521058121489751,0.176686382724403
"Chegutu","2006",0.241022397165799,0.510616542727863,-0.238869603111192,0.219648235264508
"Chegutu","2007",0.217760157416774,0.453834501371142,-0.1676714142379,0.197718455547159
"Chegutu","2008",0.232885643383235,0.493536153507134,-0.0864129707529764,0.211035452263989
"Chegutu","2009",0.242859289547582,0.526937600049313,-0.260156225194315,0.232130694536346
"Chegutu","2010",0.234703329606056,0.508452300155848,-0.124601800216334,0.223831729571849
"Chegutu","2011",0.229188837610282,0.477994268151968,-0.0771232422425489,0.211766101667432
"Chegutu","2012",0.241959122757239,0.498027168249982,-0.129513533826451,0.215325156369864
"Chegutu","2013",0.234180800800802,0.503311407962541,-0.109191575223735,0.210559255947621
"Chegutu","2014",0.235574311864192,0.48569353534078,-0.489629971468345,0.216776590096786
"Chegutu","2015",0.250966377517867,0.514952840956077,-0.146080441969228,0.228639394733954
"Chegutu","2016",0.24344522084043,0.497831828977587,-0.13175989287672,0.227814573864223
"Chegutu","2017",0.258708942133162,0.505527155494175,-0.109406238995145,0.242884709324198
"Chegutu","2018",0.247621880625882,0.510431564150792,-0.28401042989762,0.225708497541919
"Chegutu","2019",0.2436205266881,0.537682852606383,-0.157970428827483,0.221516018535286
"Chegutu","2020",0.240647316907076,0.483647035295931,-0.264674612692995,0.225659009163884
"Chegutu","2021",0.249774771814218,0.499510196080723,-0.0925521964176868,0.230220265965892
"Chikomba","2005",0.190353953520105,0.431821061574382,-0.0852421868396292,0.175790385208791
"Chikomba","2006",0.226536093443642,0.47499289608702,-0.19694565087401,0.209493976027131
"Chikomba","2007",0.203442476252124,0.422244939098806,-0.288981726884971,0.190939004699243
"Chikomba","2008",0.218922093087124,0.449241583492598,-0.0822688654497567,0.202716851235911
"Chikomba","2009",0.215924841352882,0.466567743254103,-0.311566830370608,0.204087587077179
"Chikomba","2010",0.222505093973647,0.471563981337188,-0.0283445949634293,0.205753507627218
"Chikomba","2011",0.21770209488736,0.453912366145331,-0.0149782296154716,0.20463206827499
"Chikomba","2012",0.221718614658985,0.45451565897702,-0.0828713534084897,0.207262366564159
"Chikomba","2013",0.215632245617324,0.436134410334363,-0.13005793651929,0.204855990294693
"Chikomba","2014",0.221435899059676,0.440026208356553,-0.588577466057949,0.206154619532603
"Chikomba","2015",0.240156867039966,0.484793948667871,-0.214927462470782,0.227920856285128
"Chikomba","2016",0.224133507863687,0.449092524112082,-0.0177521088840912,0.203136189590727
"Chikomba","2017",0.236421424066708,0.491052405101229,-0.150937714356761,0.231410508470715
"Chikomba","2018",0.230585725352506,0.475247406955432,-0.0733538611585171,0.219946033046338
"Chikomba","2019",0.237778210773896,0.501594504535516,-0.140075593728398,0.222802720682665
"Chikomba","2020",0.226650952088217,0.467795749983825,-0.0846708729348147,0.216297435590875
"Chikomba","2021",0.230919145190301,0.506948447397006,-0.0431096671159521,0.216567973312934
"Chimanimani","2005",0.245881495106641,0.470285363830456,-0.173686752972815,0.244255588074895
"Chimanimani","2006",0.26973658297034,0.545876429719552,-0.115087020145983,0.266506187951179
"Chimanimani","2007",0.261184889282753,0.523935680020252,-0.214806566994434,0.262320209030433
"Chimanimani","2008",0.274923786283699,0.526658119572689,-0.0102209190368874,0.267992878696129
"Chimanimani","2009",0.271236967246479,0.536190325551542,-0.445809465650367,0.276325839965642
"Chimanimani","2010",0.26240279785552,0.49459975873831,-0.145003600889034,0.261054215279075
"Chimanimani","2011",0.26824514446218,0.524738664948587,-0.182675019364561,0.268596712361579
"Chimanimani","2012",0.273190428504488,0.537531126152856,-0.0831141644150164,0.267153279299194
"Chimanimani","2013",0.28283116799852,0.555837803015457,-0.111091597817175,0.290355576381895
"Chimanimani","2014",0.268875741328486,0.539257962223455,-0.253336902444989,0.275658370737554
"Chimanimani","2015",0.288582685794857,0.535979787676824,-0.39338553396721,0.282848443641116
"Chimanimani","2016",0.265572791956623,0.500749404197313,-0.5584494090635,0.263175870806985
"Chimanimani","2017",0.291195802571084,0.539541945861267,-0.162642296037598,0.288813452726797
"Chimanimani","2018",0.278544910085067,0.531028710933539,-0.110534143308011,0.288976866974552
"Chimanimani","2019",0.292399684289739,0.553772119254712,-0.144096154777256,0.29275331106003
"Chimanimani","2020",0.272654941349573,0.546476670902869,-0.0622259123446511,0.277895722378895
"Chimanimani","2021",0.283497329291698,0.544899531136135,-0.402960829966261,0.290203471451581
"Chipinge","2005",0.206769044893155,0.430676096236631,-0.0552038206655314,0.192353214332852
"Chipinge","2006",0.258553449018804,0.56545566120135,-0.097707215177097,0.234059066814002
"Chipinge","2007",0.229228705506079,0.510445639155551,-0.214346135428047,0.21365441591352
"Chipinge","2008",0.243651270144482,0.538769394278939,-0.0417271090845116,0.219956118228734
"Chipinge","2009",0.258615601620924,0.563813571839803,-0.101836983070972,0.241345841515674
"Chipinge","2010",0.247498898563283,0.515955216801413,-0.0780095342832642,0.240494810470462
"Chipinge","2011",0.236839774822904,0.511986986164865,-0.217296368263628,0.228033011114862
"Chipinge","2012",0.2376235474325,0.478218955454875,-0.082373246224942,0.227732481067276
"Chipinge","2013",0.252470407766303,0.544876142670075,-0.07243105233795,0.250591026494961
"Chipinge","2014",0.267599466514253,0.571606385891492,-0.0857634796970495,0.249388448666634
"Chipinge","2015",0.24295366513372,0.525365090142612,-0.0814824668462476,0.22619379974232
"Chipinge","2016",0.225401527313164,0.466297634515443,-0.202701181923106,0.217207207056608
"Chipinge","2017",0.288892297990457,0.597785492042382,-0.0947430814045031,0.284512323988827
"Chipinge","2018",0.256087354717282,0.543547810789716,-0.104784641205779,0.244013490161922
"Chipinge","2019",0.263923932203887,0.514487852318894,-0.0759940427272715,0.25320067417263
"Chipinge","2020",0.250623353100213,0.552922489841906,-0.0746284382777035,0.2381922819865
"Chipinge","2021",0.274993722613128,0.597620974744691,-0.216240731573593,0.264789670344186
"Chiredzi","2005",0.172806620563655,0.388603489861169,-0.123923292877764,0.164248529777638
"Chiredzi","2006",0.227021550054721,0.537542824235051,-0.110110058474273,0.209915978531252
"Chiredzi","2007",0.214164172201357,0.493245382847205,-0.128708704616158,0.202168177599916
"Chiredzi","2008",0.223148430169129,0.546966598743441,-0.110041250909547,0.210235864690252
"Chiredzi","2009",0.237887919357351,0.539852362082181,-0.249351741836938,0.221907727653139
"Chiredzi","2010",0.238556411757412,0.500914977453185,-0.150598502354444,0.231401967009137
"Chiredzi","2011",0.215040326228592,0.478487514581775,-0.189702591340534,0.209929056076212
"Chiredzi","2012",0.208892845219201,0.46697017345965,-0.0481012070695131,0.200035473979306
"Chiredzi","2013",0.216134639570323,0.493624671928184,-0.15833654691979,0.208402782555816
"Chiredzi","2014",0.242945382610072,0.507738901613169,-0.0828858179984153,0.231682029219763
"Chiredzi","2015",0.222244662510878,0.49570873657248,-0.0916909847454916,0.20523060634775
"Chiredzi","2016",0.204268233909265,0.444298357448754,-0.0646779970403103,0.190701426538276
"Chiredzi","2017",0.269679602600227,0.60613989974682,-0.223047401765812,0.265973997803775
"Chiredzi","2018",0.222359761663545,0.525028625207357,-0.0966691677950252,0.203272075105135
"Chiredzi","2019",0.2191155631951,0.485863773847297,-0.0799557259535595,0.204267865372948
"Chiredzi","2020",0.212703148948429,0.504424858299535,-0.144568817268683,0.198508647400534
"Chiredzi","2021",0.252326752148735,0.601556759298116,-0.224106322253482,0.239504758619368
"Chirumhanzu","2005",0.190856067703509,0.417814306991297,-0.0314329652632685,0.182646936846039
"Chirumhanzu","2006",0.228488674873135,0.472813064456627,-0.0861535720432804,0.217893145209052
"Chirumhanzu","2007",0.20356599726544,0.433971140215229,-0.145312324277647,0.193528611459718
"Chirumhanzu","2008",0.216948004926345,0.448580149331248,-0.144662076058688,0.205829608086534
"Chirumhanzu","2009",0.211665176304835,0.438389352967882,-0.191497362416672,0.200156757131104
"Chirumhanzu","2010",0.224155078584961,0.445214774717983,-0.139548611162057,0.214742526353836
"Chirumhanzu","2011",0.208529268145732,0.422468223943687,-0.095832801594929,0.195019799204412
"Chirumhanzu","2012",0.222439098311459,0.41158175416553,-0.043029997918288,0.207659551331081
"Chirumhanzu","2013",0.21272717810448,0.424563370714248,-0.117424228342737,0.201241333760037
"Chirumhanzu","2014",0.214557381342011,0.423801099401164,-0.154023387477779,0.200950317556777
"Chirumhanzu","2015",0.228948842707028,0.428021256708177,-0.0752207452760906,0.21482279148584
"Chirumhanzu","2016",0.224051821272495,0.44766826287159,-0.0887002425706843,0.209736321367429
"Chirumhanzu","2017",0.235021171136881,0.446772003991148,-0.670213870902558,0.22952207101727
